regionID	logFC	logCPM	F	PValue	FDR	V1	V2	V3	V4	DMSO1	DMSO2	DMSO3	PDsiNanog1	PDsiNanog2	PDsiNanog3	t2i1	t2i2	t2i3
1123	-0.719134831970236	6.55852196883765	4.66394917774897	0.0503234189806456	0.119259609365092	chr16	17277440	17278980	chr16:17277440-17278980	639.922989	542.527528	527.873912	279.767767	309.436514	459.120605	387.056748	140.948281	376.68718
2567	-0.336406453869561	7.6177529606561	4.65311478727301	0.0504407121542626	0.119355910067153	chr7	62461980	62465000	chr7:62461980-62465000	1108.359214	1212.150323	907.367761	675.80303	748.365215	752.151113	694.355976	663.413547	860.842223
748	-0.359924019398562	7.81101789695386	4.63176830605593	0.0508984243656265	0.120347527315536	chr13	45962740	45964460	chr13:45962740-45964460	1344.769404	1597.421053	1021.800307	790.616922	746.403717	607.811122	938.709941	794.574089	938.976241
1177	-0.293093748513824	9.31759657719349	4.65476539361218	0.0512727980532193	0.1210488954797	chr16	90829360	90832020	chr16:90829360-90832020	3237.96548	3386.243206	3072.8199	2743.904479	2782.687473	2509.543601	2488.891428	1648.311757	2752.50254
3028	0.273906046070982	9.20905140152845	4.61510908365084	0.0515947194528872	0.121716633618402	chr9	103111160	103113220	chr9:103111160-103113220	3149.208614	3007.802421	2169.049345	2090.628962	2181.192089	1560.061056	2776.641837	3015.596792	2922.477872
1271	0.325317638779131	7.61643005987005	4.56405801251264	0.0523833635267393	0.123296896464298	chr17	56750940	56752440	chr17:56750940-56752440	951.118262	996.277748	912.313841	592.23549	460.230776	566.288265	968.032582	978.807438	1171.184029
498	0.185535936916931	8.56147521444329	4.56524959154479	0.0523567886304972	0.123296896464298	chr11	101079140	101080640	chr11:101079140-101080640	1764.170984	1682.593822	1629.035523	1480.952852	1473.187317	1448.543513	1607.653105	1644.831246	1769.387491
92	0.145971181583741	9.43630206332739	4.5574049953377	0.0525320365991465	0.123525512185629	chr1	91800040	91801880	chr1:91800040-91801880	3011.417522	3322.695408	2987.389492	2614.193979	2865.651796	2823.137742	2921.300293	3075.195321	2967.164665
786	-0.225160468652779	8.98357851988612	4.5401807811612	0.0529192839010471	0.124276508346803	chr13	72626760	72629500	chr13:72626760-72629500	2831.986917	2948.238198	2223.90422	2116.788222	1910.995953	1661.297352	1927.463592	1825.367029	2186.101288
2296	-0.774373537744066	6.2340776721858	4.5405129064778	0.0530267525252041	0.124435046995844	chr6	17693780	17695540	chr6:17693780-17695540	607.871843	597.539014	312.722479	182.03069	341.949752	151.458479	268.984958	160.306946	337.757423
2334	0.133588675449083	9.91419755242447	4.52393700531297	0.0532876100674439	0.124877356736616	chr6	39870100	39873700	chr6:39870100-39873700	4401.386656	4390.678226	4178.927038	3705.651067	4007.821592	3966.589719	4050.020802	4273.69045	4046.507507
2105	0.18670903405058	9.45972828638892	4.51449261149873	0.0535031660298032	0.124987891235414	chr5	4755760	4757920	chr5:4755760-4757920	3654.627032	3574.420503	2847.326449	2689.404623	2300.594399	2199.310813	3241.891968	3415.38507	3284.909261
2578	0.23724191518111	8.62091857120817	4.51774495898394	0.0534288182752823	0.124987891235414	chr7	67757920	67760640	chr7:67757920-67760640	1880.868464	1921.799003	1409.387367	1609.210627	1628.185843	1347.702531	1728.852464	1713.782606	1881.242359
2936	0.191570590592938	8.92540467775561	4.51921143787247	0.0533953352772632	0.124987891235414	chr9	30920760	30923540	chr9:30920760-30923540	2335.060961	2057.051375	2349.353913	1759.994896	1792.714418	1698.073769	2216.778442	2322.166567	2168.555173
774	-0.446350231780014	6.71695507736171	4.51581995085056	0.0534728085329997	0.124987891235414	chr13	58272980	58274620	chr13:58272980-58274620	796.342229	762.194252	628.592791	198.017428	180.504629	204.844682	444.528807	361.506074	589.430404
655	-0.941691155657778	6.74839258163481	4.58588021363095	0.0536781844030284	0.125302748299123	chr12	84642020	84643680	chr12:84642020-84643680	519.937263	437.436474	885.335105	497.041647	355.403566	592.388049	136.056373	498.539334	207.80832
2070	-0.357044035314986	7.38926580446328	4.49907039435815	0.0538573976217712	0.125626918497525	chr4	148159380	148161100	chr4:148159380-148161100	931.942394	1197.923533	813.168575	581.335092	512.644612	516.461226	654.477435	605.555768	731.167865
