regionID	logFC	logCPM	F	PValue	FDR	V1	V2	V3	V4	DMSO1	DMSO2	DMSO3	PDsiNanog1	PDsiNanog2	PDsiNanog3	t2i1	t2i2	t2i3
747	-3.45840846309918	7.79504496232233	852.752062973015	1.43464880999747e-39	8.4515161396951e-36	chr11	61016280	61017810	chr11:61016280-61017810	164.383677	165.104856	134.37753	1699.720504	1682.191746	1836.545115	364.122964	347.910843	387.473254
4581	-3.78402120341685	7.03463303639326	611.668924131769	3.48557774187637e-35	6.8445128257979e-32	chr7	16171320	16173170	chr7:16171320-16173170	77.819222	72.42046	107.620388	1149.773463	1154.684094	1316.16392	24.700242	30.609002	40.870489
3047	-2.89788598483753	6.92156477017895	374.129216431752	5.81263097976765e-29	4.2802761377264e-26	chr2	158670580	158672140	chr2:158670580-158672140	134.092464	156.815014	117.683925	924.131244	1085.980814	1108.232116	37.462047	50.005895	57.324842
4474	-2.48620196755606	7.21699574992245	363.588283593522	1.30018527035159e-28	8.51043491960133e-26	chr6	128036710	128038210	chr6:128036710-128038210	220.530198	209.777599	217.608746	1225.35035	1155.098517	1329.045402	41.990412	60.545277	44.586
5200	-2.07403089578668	7.76690433865034	342.980810642496	6.65421441368544e-28	3.91999771110209e-25	chr8	70877460	70879000	chr8:70877460-70879000	441.567512	345.407515	403.014074	1679.683334	1612.935365	1829.797858	69.160698	104.945054	110.82798
4475	-2.45907448206144	7.935132974463	434.472463771069	2.00462646839478e-26	8.43518180379545e-24	chr6	128041900	128043400	chr6:128041900-128043400	401.010051	306.72194	392.12187	2037.31251	1947.466616	2190.948882	41.990435	65.927036	25.477688
4679	-1.20382145683906	8.70912592256896	264.387559144967	7.98824560226687e-25	2.61437526905301e-22	chr7	28587100	28588630	chr7:28587100-28588630	956.137779	909.803159	966.097806	2161.240828	2229.605604	2268.233494	1070.549993	1137.465427	1128.236793
3036	-2.39013308094151	6.99758296134976	263.751604081198	8.51654765564158e-25	2.64057801259919e-22	chr2	156847340	156848840	chr2:156847340-156848840	176.424082	185.138479	148.229651	774.065887	831.073778	1137.428623	209.952216	247.114356	189.384231
772	-2.27214303052775	6.90581871977793	256.075499505524	1.86326405041389e-24	4.98931296408555e-22	chr11	69086490	69088140	chr11:69086490-69088140	165.651149	184.793028	164.923275	802.053397	899.638512	841.049745	177.018552	195.426495	219.957464
667	-2.00867030824231	7.29101112977604	252.89099902514	2.59253460380145e-24	6.36359222958097e-22	chr11	32224140	32227060	chr11:32224140-32227060	280.605573	249.614568	329.372904	1185.27492	1100.357242	1238.511743	119.384614	141.272152	107.00635
4392	-2.69930275580335	7.20439919059683	317.676926829703	1.40850444358926e-23	3.07314802858679e-21	chr6	115990920	115992460	chr6:115990920-115992460	139.415604	218.297576	209.794677	1212.717429	1256.287615	1282.183237	26.346948	54.715016	68.78973
